@relation 'spambase-weka.filters.unsupervised.attribute.Remove-R1-6,8-20,22-51,54-55,57'

@attribute word_freq_remove numeric
@attribute word_freq_your numeric
@attribute char_freq_! numeric
@attribute char_freq_$ numeric
@attribute capital_run_length_longest numeric
@attribute class {0,1}

@data
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,6,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,7,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,3,0
0,0,0,0,1,0
0,0,0,0,5,0
0,0,0,0,3,0
0,0,0,0,1,0
0,0,0,0,7,0
0,0,0,0,6,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,3,0
0,0,0,0,1,0
0,0,0,0,3,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,2,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,4,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,8,0
0,0,0,0,4,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,2,0
0,0,0,0,33,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,4,0
0,0,0,0,3,0
0,1.07,0,0,20,0
0,1.08,0,0,12,0
0,0,0.037,0,30,0
0,0,0,0,6,0
0,0,0,0,37,0
0,2.17,0,0,18,0
0,0,0,0,17,0
0,0,0.129,0,10,0
0,1.06,0,0,3,0
0,0,1.739,0,1,0
0,0.14,0,0,55,0
0,0,0.178,0,7,0
0,0,0.636,0,10,0
0,0,0.444,0,12,0
0,0,0,0,6,0
0,0.23,0,0.032,33,0
0,0.17,0,0.024,81,0
0,0.22,0,0.021,45,0
0,0,0,0,11,0
0,0,0,0,6,0
0,1.66,0.283,0,13,0
0,0.06,0,0,20,0
0,0,0,0,1,0
0,0.38,0,0,34,0
0,0,0,0,19,0
0,0,0,0,15,0
0,0,0,0,19,0
0,0.41,0,0,3,0
0,0.33,0.002,0.007,36,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,15,0
0,0,0,0,1,0
0,0,0,0,8,0
0,0,0,0,18,0
0,0,0,0,5,0
0,0,0,0,2,0
0,0,0,0,6,0
0,0.94,0.024,0,82,0
0,0,0,0,11,0
0,1.28,0.197,0,13,0
0,0,0.502,0,11,0
0,0,0,0,10,0
0,0,0,0,18,0
0,0,0,0,18,0
0,0,0,0,11,0
0,0,0,0,13,0
0.23,0,0,0,74,0
0,0,0.135,0,13,0
0,0,0.041,0.041,31,0
0,0,0,0,5,0
0,0,0,0,11,0
0,0,0,0,2,0
0,0,0,0,9,0
0,0,0,0,9,0
0,0,0,0,6,0
0,0,0,0,3,0
0,0,0,0,4,0
0,0.96,0.026,0,45,0
0,0.65,0,0,42,0
0,0,0.043,0,17,0
0,0,0,0,15,0
0,2.22,0.05,0,45,0
0,0,0.056,0,6,0
0,0,0,0,2,0
0,0.83,0,0,79,0
0,1.45,0,0.037,7,0
0,0,0,0,1,0
0,0,0.374,0,5,0
0,0,0,0,5,0
0,1.11,0,0,1,0
0,0,0,0,2,0
0,0,0,0,7,0
0,0,0,0,9,0
0,8,0,0,29,0
0,0,0,0,1,0
0,0,0,0,7,0
0,0,0,0,42,0
0,0,0,0,4,0
0,0,0.238,0,8,0
0,0,0.102,0,30,0
0,0,0.159,0,13,0
0,0,0,0,2,0
0,1.6,0.235,0,4,0
0,0,0,0.023,24,0
0,0.5,0.014,0,63,0
0,0,0.181,0,4,0
0,0,0.336,0,4,0
0,0,0,0.02,24,0
0,0,0,0,6,0
0,0,0,0,24,0
0,1.06,0,0,6,0
0,0,0,0,4,0
0,0,0,0,5,0
0,0.55,0,0,8,0
0,1.16,0,0,3,0
0,0,0,0,4,0
0,0,0,0,1,0
0,0.17,0,0,7,0
0,0,0,0,13,0
0,0,0,0,4,0
0,0,0,0,10,0
0,0,0,0,11,0
0,0,0,0,55,0
0,0,0,0,4,0
0,1.88,0,0,3,0
0,0,0.188,0,47,0
0,0.71,0,0,26,0
0,0,0.049,0,54,0
0,0,0,0.04,20,0
0,0,0,0,3,0
0,3.04,0.055,0,45,0
0,0,0,0,13,0
0,0,0.139,0,15,0
0,0,0.404,0,15,0
0,0,0.862,0,1,0
0,3.03,0,0,3,0
0,0,0.093,0,17,0
0,0,0,0,14,0
0,0,0,0,19,0
0,0,0,0,1,0
0,0,0,0,9,0
0,0.46,0,0,10,0
0,0,0,0,1,0
0,0,0,0,3,0
0,0,0,0,13,0
0,0,0,0,12,0
0,1.34,0,0,5,0
0,0,0,0,7,0
0,1.33,0,0,12,0
0,0.65,0.047,0.061,20,0
0,3.22,0,0,1,0
0,0,0,0,27,0
0,0,0,0,11,0
0,0,0,0,12,0
0,0,0,0.016,47,0
0,0,0,0,5,0
0,0,0,0,3,0
0,0,0,0,7,0
0,0,0,0,12,0
0,0,0,0,42,0
0,0.32,0.054,0,9,0
0,0.78,0.133,0,4,0
0,0,0,0,2,0
0,1.42,0.055,0,54,0
0,0,0.119,0,6,0
0,2.43,0,0,40,0
0,0,0.348,0,4,0
0,0.52,0,0.045,13,0
0,0.62,0,0.054,13,0
0,0.31,0,0,55,0
0,0,0,0,18,0
0,0.71,0,0.062,6,0
0,0,0,0,53,0
0,0,0,0,3,0
0,0,0,0.063,26,0
0,1.4,0,0,200,0
0,1.16,0,0,6,0
0,0,0,0,11,0
0,0.62,0,0,13,0
0,0,0,0,4,0
0,0,0,0.265,3,0
0,0,0,0.059,26,0
0,0,0,0,11,0
0,0,0,0,11,0
0,0,0,0,11,0
0,0,0,0,7,0
0,0,0,0,19,0
0,0,0,0,20,0
0,0,0.204,0,3,0
0,0.39,0,0,13,0
0,0,0.139,0,12,0
0,1.21,0.077,0,33,0
0,0.82,0,0,19,0
0,0,0,0,7,0
0,0.73,0.111,0.223,6,0
0,0.87,0.361,0.18,6,0
0,0,0,0,1,0
0,0,0,0,3,0
0,0,0,0,4,0
0,0,0,0,8,0
0,3.5,0,0.651,3,0
0,0,0,0,1,0
0,0.4,0,0,8,0
0,0,0.285,0,12,0
0,0,0,0,13,0
0,0,0.082,0,20,0
0,0,0,0,35,0
0,0,0,0,11,0
0,0,0,0,11,0
0,0,0.097,0,12,0
0,0,0,0,1,0
0,0,0,0,1,0
0,1.99,0.018,0,47,0
0,0,0,0,8,0
0,0,0,0,6,0
0,0,0.021,0,11,0
0,0.64,0,0,8,0
0.22,1.59,0.135,0.067,27,0
0,1.44,0,0,11,0
0,0,0,0,7,0
0,0,0,0,17,0
0,0,0,0,17,0
0,0,0,0,21,0
0,0,0,0,13,0
0,0,0,0,8,0
0,0,0.018,0,66,0
0,0,0.184,0,11,0
0,0,0,0,4,0
0,0,0,0,8,0
0,0.4,0,0,8,0
0,0,0,0,5,0
0,0,0,0,21,0
0,1.14,0.038,0,20,0
0,0.18,0.148,0.029,18,0
0,8,0,0,29,0
0,0,0,0,27,0
0,0.67,0,0,12,0
0,0.59,0,0,8,0
0,0.3,0,0.086,19,0
0,0.4,0,0,3,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0,0,33,0
0,0,0,0,1,0
0,1.22,0,0,11,0
0,1.49,0,0,6,0
0,0,0,0,28,0
0,0,0,0,11,0
0,0,0,0,4,0
0,0,0,0,12,0
0,0,0,0,5,0
0,0.16,0,0.022,44,0
0,0.24,0,0.033,32,0
0,0.2,0,0.019,36,0
0,0.25,0,0.024,36,0
0,0.1,0,0.01,66,0
0,0,0,0,9,0
0.23,0.23,0,0,12,0
0,0,0,0,12,0
0,0,0,0,10,0
0,0,0,0,3,0
0,0,0.124,0,31,0
0,0,0,0,13,0
0,0,0,0,1,0
0,0.34,0.031,0.039,54,0
0,0.86,0.167,0,4,0
0,0,0,0,28,0
0,0,0,0,16,0
0,6.89,0,0,1,0
0,0.43,0,0,35,0
0,0.37,0,0,64,0
0,1.17,0,0,1,0
0,0,0,0,14,0
0,0,0,0.214,20,0
0,0,0,0,5,0
0,0,0,0,20,0
0,0,0,0,8,0
0,0,0,0,15,0
0,0,0,0,18,0
0,0,0,0,1,0
0,0,0,0,26,0
0,0,0,0.039,24,0
0,0,0,0,11,0
0,0,0,0,26,0
0,0,0,0,20,0
0,0,0,0,6,0
0,0,0,0,11,0
0,0,0,0,6,0
0,0,0,0,2,0
0,0,0,0,5,0
0,0,0.333,0,4,0
0,0,8.333,0,3,0
0,0,0,0,55,0
0,0,0,0,18,0
0,0,0.632,0,1,0
0,0.33,0,0,12,0
0,1.23,0,0,2,0
0,0.75,0,0,208,0
0,0,0,0,4,0
0,0.54,0,0.078,18,0
0,0.19,0,0,34,0
0,0,0,0,13,0
0,1.17,0,0,5,0
0,0,0,0,5,0
0,0,0,0,3,0
0,0,0,0,5,0
0,0,0,0,2,0
0,0,1.342,0,2,0
0,0.17,0,0,11,0
0,1.05,0.1,0.109,21,0
0,0,0.149,0,10,0
0,0.8,0,0,28,0
0,0,0.056,0,14,0
0,0,0,0,15,0
0,1.02,0.078,0,13,0
0,0,0,0,2,0
0,0,0,0,2,0
0,0,0,0,152,0
0,0,0,0,10,0
0,0,0,0,1,0
0,0,0.485,0,15,0
0,0,0,0,11,0
0,0,0,0,6,0
0,0,0,0,3,0
0,1.4,0,0,38,0
0,0,0,0,12,0
0,0,0,0,3,0
0,0,0,0.044,26,0
0,0,0,0,13,0
0,0,0,0,1,0
0,0.33,0,0,20,0
0,0,0,0,5,0
0,0,0,0,12,0
0,0.92,0,0,7,0
0,0,0,0,4,0
0,0.66,0,0,13,0
0,0.38,0,0,5,0
0,0,0,0,11,0
0,0,0,0,52,0
0,0.9,0.281,0,13,0
0,0.73,0.028,0.075,29,0
0,0,0,0,10,0
0,0.4,0.049,0,9,0
0,0,0,0,24,0
0,0,0,0,15,0
0,0,0,0,7,0
0,0.19,0,0.031,7,0
0,0,0,0,11,0
0,0,0,0,11,0
0,0.54,0,0,11,0
0,0,0,0,2,0
0,0,0,0,12,0
0,0,0,0,17,0
0,1.03,0,0,15,0
0,0,0.222,0,8,0
0,0,0,0.023,24,0
0,1.78,0,0,15,0
0,0,0,0,10,0
0,2.77,0,0,10,0
0,0.32,0.094,0,13,0
0,0.76,0.339,0,12,0
0,0,0.273,0,29,0
0,0,0,0,24,0
0,0,0,0,11,0
0,0,0,0,12,0
0,0,1.282,0,1,0
0,2.22,0,0,12,0
0,0,0,0,11,0
0,0,0,0,9,0
0,0,0,0,11,0
0,0.84,0,0,4,0
0,0.69,0,0,11,0
0,1.58,0.287,0,2,0
0,0,3.26,0,1,0
0,0.9,0.077,0,15,0
0,0,0.497,0,10,0
0,0.26,0.047,0,3,0
0,0.55,0,0,6,0
0,1.23,0,0,1,0
0,3.63,0,0,2,0
0,0.97,0,0,11,0
0,0,0,0,5,0
0,2.15,0,0,7,0
0,0.86,0.457,0,3,0
0,0,0.247,0,5,0
0,1.39,0,0,5,0
0,0,0,0,4,0
0,0.99,0.093,0,4,0
0,0,0.943,0,5,0
0,1.44,0.666,0,27,0
0,0,0,0,1,0
0,0,0,0.26,5,0
0,0.59,0,0.038,4,0
0,0,0,0,1,0
0,0,1.724,0,1,0
0,2.32,0.578,0,5,0
0,0,0,0,2,0
0,2.89,0,0,5,0
0,0.54,0.392,0,7,0
0,0,0,0,4,0
0,1.06,0.398,0,5,0
0,2.59,0,0,1,0
0,0,0,0,15,0
0,0,0,0,3,0
0,1.34,0,0,3,0
0,3.7,0.613,0,1,0
0,0,0,0,1,0
0,1,0,0,3,0
0,0,0,0,5,0
0,0,0,0,1,0
0,0,2.843,0,5,0
0,0,0,0,5,0
0,0,1.075,0,3,0
0,0,0,0,16,0
0,0.68,0,0,6,0
0,0,0.091,0,5,0
0,0,0,0,5,0
0,1.19,0,0.197,4,0
0,0,0,0,1,0
0,0,0,0.159,5,0
0,0,1.438,0,1,0
0,1.39,0.078,0,9,0
0,0,0,0,3,0
0,2.17,0.371,0,11,0
0,0,0,0,2,0
0,0,0,0,3,0
0,0.84,0.143,0,4,0
0,0.93,0.165,0,4,0
0,0,0.704,0,1,0
0,0,0.68,0,1,0
0,0,0,0,1,0
0,0,0.422,0,4,0
0,0,0,0,5,0
0,0,0,0,2,0
0,0.13,0.164,0,11,0
0,0,0,0.118,5,0
0,0,0,0,7,0
0,0,0.546,0,7,0
0,0.95,0,0,5,0
0,2.98,1.069,0,1,0
0,0,0.054,0,14,0
0,0,0.094,0.189,15,0
0,0,0.564,0,1,0
0,0,0,0,1,0
0,0,0.076,0,12,0
0,0,0.259,0,12,0
0,2.66,0.117,0,17,0
0,0,0,0,15,0
0,0,0,0,1,0
0,0,0.109,0.218,15,0
0,0,0.248,0,2,0
0,0,0.954,0,63,0
0,1.36,0,0,5,0
0,2.04,0,0,1,0
0,0,0.169,0.169,7,0
0,1.69,0,0,5,0
0,1.16,0.49,0,7,0
0,3.5,0,0,17,0
0,0.52,0.09,0,6,0
0,0,0.147,0,4,0
0,0,0.102,0,4,0
0,1.25,0,0,55,0
0.2,0.93,0.157,0,29,0
0,0,0,0,1,0
0,0,0.213,0,3,0
0,0,0,0.246,4,0
0,0,0,0.211,4,0
0,0,0,0,17,0
0,4.76,0,0,4,0
0,0,0,0,5,0
0,0,0.21,0,5,0
0,0,0,0,5,0
0,0.4,0.069,0,15,0
0,0,0,0,20,0
0,0,0,0,1,0
0,0,0,0,9,0
0,0,0,0,7,0
0,0,0,0,5,0
0,0.44,0,0,47,0
0,0,0,0,18,0
0,3.9,0.275,0,9,0
0,0,0,0,47,0
0,0,0,0,47,0
0,1.26,0,0,47,0
0,0.62,0,0,47,0
0,0.54,0.045,0,47,0
0,0.78,0.12,0,47,0
0,2.94,0,0,47,0
0,1.63,0,0,47,0
0,0,0.059,0,47,0
0,0,0,0,47,0
0,1.31,0,0,5,0
0,0,0,0,47,0
0,0,0,0,47,0
0,0.32,0.082,0,47,0
0,0,0,0,47,0
0,0,0,0,47,0
0,0.33,0.174,0,47,0
0,1.3,0.082,0,9,0
0,0.09,0.034,0,47,0
0,0.09,0,0,47,0
0,0.09,0,0,47,0
0,1.34,0.471,0,2,0
0,0.22,0.045,0,16,0
0,0.66,0,0,4,0
0,0.86,0,0,51,0
0,0.86,0.214,0,51,0
0,0,0,0,51,0
0,0.78,0,0,51,0
0,1.36,0,0,51,0
0,0,0,0,51,0
0,0.51,0.047,0,51,0
0,0.48,0.057,0,51,0
0,0,0.756,0,1,0
0,0,0,0,51,0
0,0,0,0,51,0
0,0,0,0,51,0
0,0,0,0,16,0
0,0.53,0,0,16,0
0,0,0.159,0,4,0
0,0.71,0,0,51,0
0,0,0.188,0,51,0
0,0.27,0.048,0,47,0
0,0,0,0,47,0
0,1.2,0.817,0,15,0
0,2.12,0,0,47,0
0,1.85,0,0.857,47,0
0,0,0,0,47,0
0,0,0.105,0,47,0
0,0,0,0,47,0
0,0.76,0,0,6,0
0,0.91,0.13,0,47,0
0,0.83,0,0,47,0
0,0,0.361,0.18,4,0
0,0,0.327,0.327,4,0
0,0.78,0.263,0,2,0
0,0,1.156,0.192,6,0
0,0.39,0.284,0.213,12,0
0,0.75,0.441,0,6,0
0,0,0.331,0,4,0
0,0,0.33,0,4,0
0,0,0.062,0,13,0
0,1.75,0.238,0,55,0
0,0.78,0.261,0.065,55,0
0,3.94,0,0,55,0
0,0,0,0,4,0
0,0.71,0.342,0,1,0
0,0.9,0.056,0,70,0
0,0,0,0.109,9,0
0,0.94,0.709,0,4,0
0,0.43,0.119,0,3,0
0,0,0.692,0,5,0
0,0,0.216,0,1,0
0,0.35,0.324,0,3,0
0,0,0.653,0,5,0
0,1.17,0.432,0,1,0
0,0.86,0.308,0,4,0
0,0,0.62,0,1,0
0,0,0,0,1,0
0,0,0.757,0,4,0
0,1.86,0,0,21,0
0,1.47,0,0,21,0
0,0,0,0,4,0
0,0.81,0,0,4,0
0,0,0,0,4,0
0,0,0,0,2,0
0,3.75,0,0,4,0
0,2.63,0,0,4,0
0,0.52,0.175,0,3,0
0,2.94,0,0,1,0
0,1.92,0,0,21,0
0,0,0.029,0,11,0
0,0,9.575,0,5,0
0,0,5.054,0,18,0
0,0,6.387,0,4,0
0,0.97,0.45,0,4,0
0,0,0,0,1,0
0,1.07,0,0,11,0
0,2.59,0,0,5,0
0,0,0.087,0,6,0
0,1.16,0,0,11,0
0,0.95,0,0,14,0
0,3.07,0.253,0,9,0
0,1.69,0.278,0,4,0
0,3.33,0,0,1,0
0,0,0,0,21,0
0,0.87,0,0.138,21,0
0,0,0,0,21,0
0,0,0.169,0,21,0
0,0,0,0,21,0
0,0,0.082,0,17,0
0,0,0.25,0,3,0
0,0,0,0,21,0
0,0.36,0.063,0,43,0
0,0.21,0.071,0,43,0
0,0,0.063,0,43,0
0,0,0.074,0,43,0
0,0,0.07,0,43,0
0,0,0,0,21,0
0,1.38,0,0,21,0
0,0,0,0,21,0
0,0,0.06,0,43,0
0,0,0.327,0,6,0
0,0.36,0.062,0,43,0
0,0,0,0,21,0
0,1.78,0,0,21,0
0,0,0,0,16,0
0,1.49,0,0,8,0
0,0.69,0,0.093,12,0
0,0.96,0.079,0,36,0
0,0,0.154,0,48,0
0,0,0,0,11,0
0,0,0.306,0.102,22,0
0,0,0,0,2,0
0,2.02,0,0,6,0
0,0,0,0,5,0
0,2.81,0.06,0,43,0
0,2.16,0.142,0.071,19,0
0,0,0,0,3,0
0,0,0,0,3,0
0,0,0.168,0,10,0
0,0,0,0,9,0
0,0,0,0,4,0
0,0.99,0,0,4,0
0,0.5,0.271,0,2,0
0,0,0.157,0,15,0
0,0,0.064,0,55,0
0,0,0.473,0,24,0
0,1.35,0.188,0,9,0
0,0,0.12,0,9,0
0,0,0.07,0,43,0
0,5.55,0.438,0,3,0
0,0,0,0,1,0
0,0,0.048,0,43,0
0,0,0,0,1,0
0,0,0.243,0,1,0
0,0,0.141,0,43,0
0,0,0.073,0,43,0
0,0,0.059,0,43,0
0,0.22,0.24,0,43,0
0,0,0.073,0,43,0
0,0,0,0,4,0
0,0.95,0,0,3,0
0,0.62,0,0.116,5,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0,0.266,0,1,0
0,4.87,0,0,1,0
0,0,0,0,3,0
0,2.16,0.122,0.285,19,0
0,0,0,0,14,0
0,0,0.208,0,15,0
0,0,0,0,1,0
0,0.31,0.109,0.054,18,0
0,0,0.285,0,31,0
0,0,0,0,8,0
0,1.03,0.406,0,6,0
0,0,0.377,0,1,0
0,0,0.232,0,8,0
0,1.06,0,0,4,0
0,0.52,0.038,0,12,0
0,0.69,0,0,12,0
0,0,0,0,34,0
0,1.25,0,0.204,15,0
0,0.55,0.563,0,55,0
0,0.54,0.407,0,14,0
0,0,0,0,77,0
0,0.92,0,0,12,0
0,0,0.766,0,1,0
0,0.51,0.055,0,63,0
0,0.9,0.051,0,63,0
0,0.6,0,0,71,0
0,0.6,0,0,71,0
0,0,0,0,3,0
0,7.14,0,0,1,0
0,0.33,0.302,0,14,0
0,0.55,0.633,0,11,0
0,0,0.312,0,2,0
0,1.56,0.037,0.037,20,0
0,0,0,0,1,0
0.68,2.73,0.048,0.048,15,0
0.59,1.49,0.044,0.132,15,0
0,0,0,0,1,0
0,1.1,0.093,0,9,0
0,0,0,0,1,0
0,1.03,0.099,0,18,0
0,0,0,0,18,0
0,0,0,0,1,0
0,0,0.271,0,30,0
0,0,0,0,1,0
0,0,0,0,1,0
0,0.6,0,0,13,0
0,0,0,0,2,0
0,1.73,0.773,0,1,0
0,0.21,0,0,1,0
0,0,0,0,1,0
0,2.02,0.187,0,3,0
0,1.62,0.134,0,5,0
0,2.72,0.164,0,8,0
0,1.42,0,0,5,0
0,0.69,0.254,0,13,0
0,0,0,0,21,0
0,0.22,0.014,0,7,0
0,0,0.473,0,5,0
0,0,0,0,5,0
0,0,0,0,4,0
0,0,0,0,4,0
0,0,0,0,1,0
0,0,0.344,0.172,11,0
0,0,0.151,0,8,0
0,0,0,0,11,0
0,1.61,0.533,0,31,0
0,0,0,0,81,0
0,3.17,0,0,1,0
0,0,0,0,9,0
0,0.36,0,0.123,68,0
0,0,0,0.903,14,0
0,0,0,0,1,0
0,0,0.91,0,9,0
0,1.78,1.194,0,8,0
0,1.26,0.074,0,39,0
0,0,3.571,0,1,0
0,2.38,0.27,0,13,0
0,0,3.225,0,1,0
0,0,0,0.763,6,0
0,1.68,0.069,0,23,0
0,0.32,0.291,0,15,0
0,0.5,0.561,0,10,0
0,1.09,0.656,0,5,0
0,0,0,0,5,0
0,0.27,0.514,0,17,0
0,0.32,0.149,0,107,0
0,0,0.347,0,107,0
0,0.42,0,0,8,0
0,0,0.161,0,7,0
0,0,0,0,5,0
0,1.01,0,0,55,0
0,1.16,0.376,0,16,0
0,0,0.186,0,15,0
0,1.49,0,0,15,0
0,0,0,0,2,0
0,0,0,0,15,0
0,0,0.475,0,15,0
0,0.33,0.224,0.224,15,0
0,0,0,0,27,0
0,0,0,0,1,0
0,0.59,0.212,0,11,0
0,1.6,0.128,0,5,0
0,0,0,0,5,0
0,0.61,0.098,0,15,0
0,0,0,0,1,0
0,0.41,0,0,10,0
0,0.81,0,0,70,0
0,0.77,0.162,0,70,0
0,0.55,0,0,70,0
0,3.03,0,0,55,0
0,0.37,0.436,0,55,0
0,1.03,0,0,1,0
0,0.63,0.045,0,97,0
0,0.4,0,0,70,0
0,0.44,0,0,122,0
0,0.41,0.114,0,70,0
0,0.72,0.198,0,59,0
0,0.29,0.471,0,70,0
0,0.39,0.193,0,70,0
0,0.3,0.178,0,70,0
0,1.23,0.147,0,55,0
0,1.23,0.147,0,55,0
0,0.87,0,0,5,0
0,1.23,0.147,0,55,0
0,0.61,0.448,0,70,0
0,0.14,0.022,0,70,0
0,0.44,0,0,70,0
0,0.25,0.012,0.012,70,0
0,0,0.463,0,11,0
0,0,0.336,0,68,0
0,0,0,0,2,0
0,0,0.225,0,4,0
0,1.51,0.055,0,7,0
0,0.51,0.023,0,5,0
0,0,0.232,0,6,0
0,0,0.552,0,16,0
0,2.12,0,0,73,0
0,0,0,0,1,0
0,0,0.467,0,1,0
0,0,0,0,4,0
0,0.51,0,0.038,17,0
0,0,19.131,0,48,0
0,0.67,0,0,16,0
0,0.95,5.78,0,15,0
0,3.61,0,0,3,0
0,0,32.478,0,3,0
0,0,7.707,0,15,0
0,1.92,0,0,15,0
0,1.17,0,0,15,0
0,0,0,0,3,0
0,0,0,0,15,0
0,0,0,0,2,0
0,0.89,0.149,0,2,0
0,0,0.175,0,7,0
0,0,0.54,0,15,0
0,0.26,0,0,5,0
0,0,0,0,1,0
0,0,0,0,15,0
0,0,0,0,1,0
0,0,0.684,0,1,0
0,0.37,0.135,0.135,4,0
0,0.28,0.049,0.147,2,0
0,4.16,0,0,1,0
0,0,0.112,0,23,0
0,0.46,0.017,0.068,35,0
0,0.08,0.027,0,124,0
0,0,0,0,11,0
0,0.8,0,0,1,0
0,3.1,0.288,0,116,0
0,0.58,0.444,0,8,0
0,0,0,0,3,0
0,1.06,0,0,1,0
0,0.58,0,0,3,0
0,0,0.594,0,16,0
0,0,0,0,15,0
0,0,0,0,15,0
0,0,0.234,0,15,0
0,0,0.175,0,15,0
0,0.71,0,0,8,0
0,0,0,0,14,0
0,1.61,0,0,15,0
0,1.49,0,0,3,0
0,0.78,0,0,8,0
0,1.28,1.548,0,14,0
0,2.38,0.809,0.809,11,0
0,0,0,0,15,0
0,0,1.16,0,15,0
0,0,0,0.277,15,0
0,0,0,0,15,0
0,0.35,0.021,0,5,0
0,0,0,0,15,0
0,0,0,0,16,0
0,0,0,0.46,15,0
0,0,0,0,15,0
0,0,0,0,1,0
0,0,0,0,15,0
0,0,0.125,0,5,0
0,0.86,0.152,0,14,0
0,0,0,0,19,0
0,0.98,0.028,0,15,0
0,2,0,0,1,0
0,3.35,0.112,0,15,0
0,0.38,0,0.046,17,0
0,0,0,0.079,15,0
0,0,0,0,12,0
0,0.42,0,0,3,0
0,0.37,0.066,0,4,0
0,2.64,0,0,3,0
0,0,0.018,0,4,0
0,0.12,0,0,12,0
0,0,0,0,4,0
0,1.86,0,0,3,0
0,0,0,0,3,0
0,0,0,0,5,0
0,1.92,0,0,5,0
0,0,0,0,1,0
0,0,0,0,4,0
0,0,0,0,18,0
0,0,0,0,4,0
0,0,0,0,1,0
0,0,0,0,5,0
0,7.4,0,0,4,0
0,0.42,0.039,0,6,0
0,0,0,0,1,0
0,0,0,0,4,0
0,0,0,0,3,0
0,0,0,0,15,0
0,0,0,0,15,0
0,0,0,0,2,0
0,0,0,0,5,0
0,0.97,0,0,6,0
0,0,0,0,2,0
0,0,0,0,3,0
0,0,0.168,0,5,0
0,0,0,0,18,0
0,0,0,0,3,0
0,0,0.116,0,5,0
0,1.88,0.065,0,5,0
0,0,0,0,1,0
0,0,0,0,15,0
0,0,0,0.008,12,0
0,0.83,0,0,4,0
0,0,0,0,1,0
0,2.12,0,0,1,0
0,2.04,0,0,5,0
0,1.64,0,0,11,0
0,0.93,0,0,3,0
0,0,0,0,11,0
0,0.22,0,0,3,0
0,0.14,0,0,5,0
0,0,0,0,15,0
0,0.75,0,0,1,0
0,0.5,0,0.087,3,0
0,0.23,0.082,0,5,0
0,0,0,0,1,0
0,0.56,0.099,0,11,0
0,0.29,0,0,6,0
0,0,0,0,11,0
0,0,0,0,5,0
0,2.4,0,0,3,0
0,0,0,0,5,0
0,0.1,0.055,0,43,0
0,0,0,0,5,0
0,1.02,0.091,0,4,0
0,0,0,0,3,0
0,0,0,0,13,0
0,0.45,0.041,0,7,0
0,0,0,0,4,0
0,0.36,0,0,21,0
0,0,0,0.125,4,0
0,0,0,0,2,0
0,0.54,0,0,1,0
0,0.58,0,0,11,0
0,0,0,0,1,0
0,0,0,0,4,0
0,0,1.052,0,1,0
0,0,0,0,5,0
0,1.19,0,0,1,0
0,0,0,0,3,0
0,2,0.353,0,4,0
0,0.3,0,0,6,0
0,0.32,0,0,5,0
0,0.65,0.125,0,5,0
